C0026848	PGAM2
C0033578	NPR3
C0013336	TG
C0431399	TMEM67
C3665386	ND4L
C0339789	COL1A2
C0086565	FAH
C4014563	RPL21
C1848673	MKRN3-AS1
C1848673	HDAC4
C0266833	ACTG2
C1844537	GRIP1
C0497156	RAG1
C0334166	GJB2
C0342276	BLK
C1138421	BMPR2
C0005695	CDKN1A
C1849295	SETBP1
C0424551	GYS1
C1720508	CNGB3
C0241210	TINF2
C4021611	COL9A2
C0039075	PIK3CA
C0399526	FOS
C0339573	FNDC3B
C1849367	PAX3
C4072824	CTSK
C0007621	SLC2A1
C0022638	PHKG2
C1837122	CHRNE
C1837670	RRM2B
C1956346	ADAMTS7
C0023890	CNR1
C0043352	ATXN2
C4022514	MYH7
C4280625	PLK4
C4024923	HTRA1
C0025990	RECQL4
C0025202	PAX6
C1842714	LIG4
C0349588	CTNS
C4083076	GPC4
C0011168	POLG
C0162298	SRCAP
C0023893	AIF1
C0236969	MYO5C
C0036572	ACO2
C1840077	SAG
C0035222	EBF1
C1860127	CD19
C4280422	SHH
C0917799	PAX8
C1851504	MYH11
C2053437	KIF11
C1849367	PEX19
C0021141	AVP
C0239830	FXN
C0005745	NDUFV2
C0158731	TGFB3
C3714581	RAD21
C0021125	AFF2
C1956346	SMAD3
C0342418	GLI3
C0005586	CRY2
C0027962	RBM28
C0017178	EDN1
C1834118	MED12
C0042571	CNNM2
C1833030	KRT16
C0026821	LDHA
C3275452	EDA
C2132198	NOP10
C0240635	CRBN
C0497327	HTT
C0521525	CBL
C0025990	RB1
C0001125	POLG
C0085576	WAS
C0038220	ATP2A2
C0018801	ELOVL6
C0017601	BUB3
C0221357	RAB23
C0005695	PSMB2
C0085681	GNA11
C1864897	SUCLA2
C0025995	PTH1R
C0235095	PEX14
C1844825	CTBP1
C0332563	CCR1
C0242231	ELN
C0029124	PDHX
C1850667	NDUFV2
C0476273	AIFM1
C4020899	ANO10
C2266639	ABCA12
C0033687	FGA
C0234182	DNAJB6
C0266383	SOX9
C0010606	FBXW7
C1301959	ARSA
C0151744	PSMB5
C0231246	ORC4
C0876973	CD19
C1862095	TWIST1
C0018772	MANBA
C0041696	KYAT3
C0836924	PMM2
C0030554	ATL1
C0014175	DDX5
C0020255	PLG
C2239176	AXIN1
C0023903	GPX3
C0002170	EBP
C0349506	XPA
C0423110	SIX6
C4280648	CDK5
C4020875	TUBA8
C1865017	PAK3
C0423903	MECP2
C0003862	CCR1
C0750857	HNF4A
C0266435	GUCA1B
C0001969	PER2
C0949173	FSHB
C0020505	LEPR
C1864897	ALDH5A1
C0018784	BAZ1B
C0025202	PTEN
C0270948	CD59
C1860844	TERT
C4025700	PADI3
C0032963	IL6
C1839764	GPC4
C0162835	GLI3
C0265610	INS
C0476403	POMT1
C0917816	TOPORS
C0007570	CELIAC8
C4025320	FGFRL1
C4053775	GPR161
C0010346	TCF7
C2675517	ADIPOQ
C0033937	DPYSL2
C1864156	PLG
C0036341	MED15
C4020875	RAB3GAP1
C2749346	PEX7
C0000737	ALAD
C0009918	EXOSC3
C0042798	SOX2
C0005586	NCAN
C1843367	TECR
C0233514	HTT
C0009324	CCNY
C4021740	CYP11B1
C0022408	NT5E
C4020899	AMBN
C0038379	NDUFAF1
C1848924	CD59
C3714756	CPS1
C0038379	FGFR1
C0042487	EPOR
C1866234	EDNRA
C0423110	AP4E1
C0151766	ADK
C0026827	AHI1
C1845095	AUNX1
C4020867	GDF1
C0011175	SLC26A3
C0034069	PTX3
C1458155	C10orf10
C4072849	DES
C0005741	SMC1A
C0041755	CLU
C0239234	BRAF
C0263523	MSX1
C4072823	RAB23
C0917816	SMC1A
C0033687	MMACHC
C0241054	SNX10
C0014544	SCN1A
C0024003	COLQ
C0008297	PTH1R
C0009917	ELN
C0206368	CACNA1A
C3714756	RPS6KA3
C0005586	ZNF804A
C1961099	RPL5
C0438237	RPGRIP1L
C0699743	COL6A3
C1384666	CACNA1D
C1866487	TNNI2
C0029453	MMP2
C0024667	RCN1
C3714796	GH1
C0333068	SNAP25
C0151526	IL4
C0557874	CCND2
C0011351	COL7A1
C0241148	CD28
C0018801	GDF15
C1969363	PMVK
C0021296	ATP5A1
C1849089	GTF2I
C0017665	GAA
C0267812	DGUOK
C0235896	BCL10
C0346647	COL14A1
C0018203	G6PD
C0040822	TNNT1
C3714756	NUP62
C0234708	CYP1B1
C4280482	UBE3A
C0524909	IFNA2
C1858719	LRP4
C0024636	FGFR3
C4280651	SF3B4
C2609414	NOS2
C0546969	KMT2D
C0239234	DCPS
C2712334	HEXA
C0239981	PTPRO
C0557874	FARS2
C0424295	DNM1
C0007117	MYCN
C0014591	PLAU
C1832324	PTPRC
C0037932	ATR
C0023903	ZDHHC2
C0232466	TSHR
C0019196	PTPRC
C0566620	MKRN3
C0007131	RRM1
C1847593	SLC26A2
C0017185	ERBB2
C0033687	RFC2
C1961102	CRLF2
C0023903	MIR29A
C0004352	MIR23A
C0005910	PCSK1
C0027339	ALOX12B
C1840438	OHDS
C4280320	FGFR1
C0424688	ARNT2
C0009375	BIRC5
C0007194	MTO1
C4021768	ABCB7
C0033975	ADARB1
C4021735	SHOX
C1865014	ACTG1
C0423109	STIL
C0018798	VEGFA
C0005745	ATRX
C0393525	ELOVL4
C4023452	MIF
C1847514	EFTUD2
C4020867	GP1BB
C3280131	PNPLA6
C2981150	POMT1
C0030297	FOXP1
C0020459	MC4R
C0024003	CUL7
C1832845	CDH23
C4021813	MASP1
C0036572	CPT2
C0015732	SLC16A2
C0424688	FOXG1
C0544886	SSX2
C1838662	GPX4
C1857656	ERCC3
C0241355	CHD7
C1865343	OPLL
C0026838	AGA
C1864897	PTS
C0008925	RPGRIP1L
C2677762	SOX9
C0541794	PNKP
C4280651	WNT5A
C1846460	BCOR
C0339789	NELFA
C1847759	POMK
C0234144	MAPT
C0039103	PTPN11
C0020445	PON2
C0234860	CRYAB
C4280566	COL9A3
C0020538	BBS2
C0231528	CASQ1
C4020887	LYST
C4280370	MAP2K2
C0023518	HBB
C4280618	DSE
C0524851	PON3
C0240379	SOX11
C1864156	CD19
C0265908	DLL4
C0263454	SERPINB9
C3714756	SETD2
C0032326	FBN1
C0853697	RPS19
C0232461	PSEN1
C0271388	HMGB3
C1839839	MAGI1
C0557874	ALG3
C4024818	TOPORS
C4280664	ETFDH
C2267233	AP4B1
C0027746	NBN
C0018213	CTLA4
C0032927	ZBTB8OS
C2132198	FAS
C0023267	TSC2
C0014544	SDHD
C0236736	NPY
C0027498	BCL10
C3715156	HNRNPA1
C1854494	FAM134B
C0008370	POMC
C1854494	FLVCR1
C0037932	KRAS
C0023895	VHL
C0025202	ROS1
C0149925	KIF21A
C1865017	CTNNB1
C1845112	CRLF1
C2981150	CHRNG
C0002395	TFAM
C2981150	SEPT9
C0557874	HESX1
C1837388	COX10
C1865616	HAMP
C0009324	JAK2
C1859541	MYO5B
C0241210	MYT1L
C1839533	OTC
C0016382	KRT10
C0034194	CYBB
C0010606	SON
C0235430	SLC37A4
C0349588	FANCG
C0037199	CFTR
C0948023	TACO1
C0268495	OCA2
C0025202	HOXA9
C2700617	AVP
C0011581	RGS1
C0265563	NOTCH2
C1956346	PRKG1
C4020876	ALDH7A1
C2239176	GPC3
C0024299	ICOS
C0038220	SSTR1
C4020875	OCRL
C0025362	SLC4A4
C1850667	GAN
C0239181	POLG
C0014065	LRAT
C1840077	PEX6
C0553706	TBCE
C1561643	IFT172
C1838391	ADCY5
C4280482	INPPL1
C0013405	MFAP5
C3151187	CEP152
C4024097	GNAS
C1836542	ACSL4
C0497247	ACVRL1
C1865027	TRAPPC2
C0040034	DGUOK
C0007114	CD28
C0339063	COL7A1
C0000786	FGG
C2675334	GRN
C2609414	GFER
C0023904	GSTP1
C0525045	ADRA2A
C0029927	FGD2
C0032285	SGCG
C1855062	FMR1
C2940786	THRA
C3805450	FBN2
C0027765	SLC19A1
C0038002	HK1
C0038379	PHOX2B
C0751778	GCK
C4255213	L1CAM
C0009319	MPO
C0030297	ETAA1
C4072833	PDE6D
C0023186	PDE1B
C0007134	LRP1B
C4280653	JAG1
C0029124	ARL2BP
C0349588	AFF4
C0278124	ACO2
C0557874	PARN
C0023893	SLC37A4
C4083076	EIF2B5
C4023397	RIT1
C4024933	PMP22
C0241005	TRNQ
C2677650	TSFM
C0009918	CREBBP
C0271215	ROM1
C0007370	POMC
C4020899	TALDO1
C0015230	BTK
C0162678	SDHB
C0541794	RYR1
C4072849	LMNA
C0030297	PTGS2
C0014544	NPY
C1855900	HTC2
C0151723	CACNA1S
C0917816	PEX5
C0023380	ACADSB
C4020873	PRNP
C2613439	CA2
C4280642	PRKAR1A
C0020517	MAP2K6
C0020615	ACADSB
C0005586	CACNA1B
C0022658	SPARC
C0036341	MIR326
C4024863	FERMT1
C0206684	MSH2
C3277059	CTDP1
C1835047	BAP1
C4020899	SLC25A1
C2674608	COL6A2
C1867131	FGFR3
C0024667	SRSF2
C0025362	APP
C1839039	HESX1
C1844689	EXT1
C0744641	TRNK
C0376480	MGAT2
C0521007	NR4A2
C0011606	GJB2
C0008925	RREB1
C0016057	COL1A1
C0031090	WRAP53
C3550546	HYAL1
C1857679	CPT2
C0036341	PLA2G1B
C0497202	HTT
C0086565	RNASEH2A
C0037822	ARG1
C4025738	WAS
C2315100	NME1
C1510586	MAPK10
C1864897	BUB1
C0423798	GFI1B
C0520927	SOX10
C1867006	COL6A2
C1865060	C2CD3
C1848760	ZMPSTE24
C1846460	ERF
C0876994	MIR208A
C0029124	NDP
C0041107	CDKN2A
C0040822	DNAJC13
C1837514	NDUFA1
C0005745	ATXN3
C0265004	TAB2
C0685381	FGFR3
C0009081	TGDS
C4280645	RNF125
C0007621	MITF
C1846431	DYM
C2265792	SCN4A
C0240295	HRAS
C0039978	THAS
C0020534	MAP2K1
C0085633	EPHA4
C0018802	HADHA
C0021368	RORC
C1386048	CDKN1C
C1865014	FLI1
C1841659	GLA
C1861376	ROR2
C0700208	PLOD1
C0266625	GJA5
C4280555	EP300
C0023890	NHP2
C0546884	GCK
C1847759	GMPPB
C0263401	PIK3CA
C4020899	RUBCN
C0023893	PYCR1
C2363903	QKI
C1866234	RAB3GAP1
C0085636	RPE65
C0018989	CYTB
C1834055	EXT2
C0037274	MMP26
C1263846	SETBP1
C0917816	IGF1R
C1862152	RAB23
C1843367	GMPPB
C1839764	PTPN11
C0149931	MEFV
C0004153	GSTM1
C3809288	SGCD
C4082299	ABCD1
C0438717	ADK
C1837385	ALOX12B
C0002395	DHCR24
C1858452	TNFRSF11B
C0700208	FGD1
C0028738	OPA1
C0206061	PLCG2
C0221263	SDHD
C4072820	MVK
C0151786	SLC33A1
C0040053	F2
C0029124	RPGRIP1L
C0033578	VIM
C0424688	CHUK
C0037274	GOLGA4
C0744641	RPL11
C1836683	COL2A1
C0392476	COL9A2
C0024667	HBA1
C0020538	ND5
C1834433	FMR1
C0010964	FGFR1
C3151525	CHRND
C0878787	FOXG1
C0877359	SERPINA1
C0027498	BIRC3
C1853246	ELN
C4022878	FOXE3
C0426808	TBCE
C0424323	VCP
C0022521	DNAAF1
C0026034	LMNA
C1837658	HOXA1
C4020899	GALE
C3164445	CHD7
C1321907	TBX1
C0151786	TRNH
C0029453	PSAP
C1260386	CYP11B2
C0021296	TTC37
C0021296	TBX6
C0009917	IARS2
C0151945	SERPINC1
C0025995	OBSL1
C4072837	KRT81
C2750893	CLCN2
C0423903	SETD5
C0950121	WT1
C0009404	GUCY2C
C0042798	GMPPB
C0026837	NPY
C0678230	SEMA5A
C0410916	FLNB
C0019209	SKIV2L
C0221357	BGN
C4020855	COQ4
C4280495	LBR
C0333497	ACTN4
C4280663	SNX10
C0021051	STK4
C0151786	ND6
C0264886	RPS19
C1864985	AAAS
C3807327	PER2
C0221260	KRT16
C4015184	POMK
C3665347	PEX13
C0220722	ERCC1
C0206686	RB1
C0005745	SOS1
C0009081	COL6A2
C0022596	FERMT1
C0011581	GALR2
C0028754	GTF2IRD1
C4020899	LRP4
C0795690	MKS1
C0221217	NF1
C0085681	FGF23
C0008031	ACTA2
C0730292	CHST6
C1853932	VCP
C0521525	SRCAP
C0206726	IDH1
C1839764	RHO
C0151744	CTSC
C1280433	DOLK
C0022658	COL4A1
C1861388	NOG
C0038379	FANCA
C0560346	TCAP
C0033578	CYP17A1
C1720508	TTLL5
C1263846	ND5
C0376634	KANSL1
C1837732	ADAMTSL2
C1854114	POU1F1
C0034012	RPS7
C0011860	ADIPOQ
C0013404	MRPL3
C0036572	PHOX2B
C0040128	TNPO3
C4020871	PDHA1
C1849148	FXN
C0027627	FTL
C1837770	POC1A
C0009917	CTGF
C4280642	EFTUD2
C1848570	CBL
C3714756	CASP2
C0376634	MMP13
C4025093	GDF5
C0023895	GNG8
C1861403	POMT2
C1836623	PCSK1
C0438237	ALMS1
C1862475	PAX6
C1835570	SOX9
C3150692	OPTN
C0026636	FANCG
C0747651	KDM6A
C0152018	ASCC1
C0016506	IGF2
C1835583	EXT1
C0678230	TCTN3
C0237326	FLNA
C0013491	VWF
C0344530	PITX2
C0018939	CYP2A6
C0036572	CHRNA7
C0020473	RAB27A
C0020538	LOX
C0266435	SEMA3A
C0266617	BCAP31
C0917816	NDUFA9
C1265968	KRT13
C0003811	ND4L
C0796139	NECTIN1
C4072878	PTCH1
C1836195	SF3B4
C0007095	MIR146A
C0014848	NOS1
C0041696	KPNA3
C0376358	PTEN
C0037771	PLP1
C0553723	TINF2
C0035334	IFT140
C0178421	PIK3CA
C0030567	MAG
C0023434	IL6
C0034069	CLCA4
C0040427	EXT2
C0521719	PEX2
C4280664	FLI1
C0085633	CTSF
C0432225	MMP13
C0004096	KRT19
C1859678	PEX7
C4020876	NEK2
C1400105	ZNF592
C0264886	RPS24
C4023114	ARSB
C1862939	GFAP
C3538951	LTBP2
C0221354	SLC3A1
C2937358	PROS1
C0542519	EYA1
C2748652	CLCF1
C0037822	POMT2
C1846434	TBX3
C0271183	ERBB3
C3665347	HARS
C1855996	STXBP1
C3714497	LRBA
C0557874	YWHAE
C4280495	STX16
C0014065	MKS1
C0266362	GRIP1
C3806283	SEC24D
C0037317	ANK3
C0018671	MAPK1
C0028077	SLC24A1
C4280532	CEP104
C1861324	NELFA
C0003873	STS
C0019288	TRIP11
C0036341	GFRA2
C4280495	MAF
C1837397	ACO2
C3554306	KCNT1
C1843367	MUT
C0152427	EP300
C0005745	ND6
C0007786	IL1RN
C1866231	RPGRIP1L
C0581354	UNC119
C1849367	HSPG2
C0025202	GNAQ
C0270612	EIF2B3
C1836830	NDUFA1
C0270948	INSR
C0027626	MAPK3
C0023467	IDH1
C1836542	PTH1R
C0018800	PAM16
C0014859	TPM1
C4082243	ORC6
C0029927	TMBIM4
C0442874	NAGA
C0033578	LAMB2
C0270846	DNM1
C0270911	PMP22
C0022346	STOM
C0033937	NRG1
C0013132	PTS
C0036341	SLC1A6
C0023893	HEXIM1
C0001614	POMC
C0423110	FGD1
C0035228	CCL11
C1843005	ZMPSTE24
C0438717	AKR1D1
C0028738	ACO2
C1860838	PAX1
C0162700	RAPGEF3
C0454555	MYOT
C4020899	NSUN2
C0424688	RELN
C4025891	TBX15
C0021051	BLNK
C0392525	SI
C4020847	DYNC2LI1
C0040128	SPIB
C4072824	COL11A1
C0018784	ROM1
C0038587	MMP9
C0021368	NGF
C4280369	SF3B4
C0702166	COMT
C0410264	LMNA
C0542476	VPS13A
C4025639	FANCA
C0036344	SCZD10
C4021727	HSPB3
C0001807	SH2B1
C4072884	NAA10
C1565489	PKHD1
C0877165	IFT140
C0024668	SLC25A10
C1853723	MATR3
C0700208	SFRP4
C0016202	UBE2A
C0423110	COL11A1
C0242706	TNFRSF1A
C0020672	SOD1
C0027092	COL2A1
C1836542	PEX6
C0038379	NOG
C0014550	SCN9A
C4280642	PTCH1
C0018772	ABCB6
C3150878	HOGA1
C4023616	TPI1
C1458155	CNR2
C0392386	ITK
C4020868	UCP2
C1837098	SCN4A
C0031117	SOX10
C3714756	CNDP1
C0041834	IKZF1
C0014544	GNAS
C1184919	TRAPPC2
C4022587	TBK1
C2931456	BRCA1
C0007137	UMPS
C0266631	CPLX1
C4024818	PRPF8
C0029456	VCL
C4072824	PTH1R
C0685409	EZH2
C4020874	PHKG2
C4020875	SETD5
C2315100	NDUFV2
C1857202	GK
C0010346	IL6
C0266625	SPECC1L
C1862314	PTCH1
C0026034	PQBP1
C4025571	TPM2
C0009404	ABCA3
C0021296	RNF113A
C0027125	SCN4A
C4020899	IGLL1
C0265275	DYNC2H1
C0268398	IL31RA
C0520886	KCNE3
C4023101	CYP11A1
C0423903	MED23
C0341787	FZD2
C0376175	UBA1
C0033578	ZMYM3
C1858120	KIAA0586
C1868528	LMNB1
C3714756	EEF1A2
C0751576	MFN2
C0028754	ARL2BP
C0042024	PDGFB
C0376634	NRXN1
C0013362	ARSA
C0020255	PYCR1
C0007114	NOTCH3
C0029131	SLC45A2
C0557874	AUH
C0423903	PRPF8
C0234182	BICD2
C4022588	CHMP2B
C0235946	ERCC2
C0032269	TIRAP
C0026827	PEX12
C0034013	LETM1
C0233715	TBX2
C0240543	UFD1L
C2242472	HPGD
C0476403	ASAH1
C0007758	NPC2
C0423113	HIRA
C0026706	HGSNAT
C0026848	TIA1
C0007117	TERT
C0027962	HRAS
C0020458	JUP
C0026827	TPK1
C0026827	NDUFA1
C1855062	CBL
C4022012	ALMS1
C0029089	COX10
C1458155	EXO1
C0349588	LHX1
C0557874	LIPA
C4025162	PTPN11
C0040479	KCNE2
C0003635	TTC19
C0023817	LPL
C1858085	COMT
C0581342	RFC2
C4277682	MIR410
C4021782	WRAP53
C0011991	NEUROG3
C1832386	TNDM
C0494475	CERS1
C0004352	EGF
C0236733	ZNF385D
C0031117	DYNC1I1
C0025362	PTEN
C0005941	TMCO1
C0008073	CAMKMT
C1849314	TBX3
C0265336	GJB6
C1832348	SMARCE1
C1828017	MECP2
C0442874	VPS13A
C0522055	SLC19A2
C0240379	AKT1
C0085633	DGCR14
C0004106	TRNS2
C0041696	AKAP8
C4020876	COX15
C0037772	ZFYVE26
C0345967	WT1
C4280664	GPC4
C0339789	PIK3CA
C2700265	MITF
C4280623	GLB1
C1865014	SMARCA2
C4072824	BUB1B
C4020885	CACNA1F
C0036341	ARC
C0432163	NRAS
C1836996	PLOD1
C0039585	AR
C1842366	TCOF1
C2607929	PRKAR1A
C4072832	ZIC2
C0002171	ULBP3
C0004158	NDE1
C0020608	GTF2I
C3806283	DKC1
C0016781	ZEB1
C1843367	KMT2D
C1850493	CHD2
C0011853	ICAM1
C1842003	IFT172
C3278981	COX3
C0424551	NDUFB3
C0427064	VCP
C4280304	MED12
C0271321	COL7A1
C0043202	TSC2
C0036572	POMGNT1
C0264172	CHST3
C0403553	CEP290
C0011351	KRT14
C1848570	SETD2
C0014544	MSX2
C0003467	CHMP2B
C0027627	CD82
C1854301	DCX
C4021768	OAT
C1862050	KCNJ10
C0036341	BTC
C4022018	TERC
C1857108	CRLF1
C0220982	INS
C4255213	AKT1
C0424585	POMT1
C4280566	FLNB
C0001418	TGFB1
C0018989	TTR
C0000786	HSD17B1
C0700590	UCP2
C0014306	CREBBP
C0575081	FIG4
C1839269	GPC3
C1836542	LONP1
C4280574	GABRD
C0020517	CCL20
C0027796	AGER
C0240295	MYCN
C0334529	NLRP7
C2239176	CYR61
C0026827	ANK3
C0268654	SLC6A19
C1839039	CLCN5
C0015934	JAG1
C4072825	SLC5A5
C0234985	ATP1A3
C1859541	RFXAP
C0750145	THPO
C0162820	IL1A
C1854919	PEX16
C2315100	NDUFS2
C1275808	PHOX2B
C1854418	BRAF
C0016202	LIMK1
C0016059	MIR217
C0013362	TECPR2
C1835581	CHRNA1
C4072857	MSX2
C0240896	PIGL
C0011616	NRG1
C0685409	TGFBR2
C0557874	PDE6D
C4021254	IRF6
C0008311	TGFB2
C1832446	ZMPSTE24
C1384666	GJB2
C0020224	CEP57
C4021632	SOX18
C0021400	PARP12
C0234182	PNPLA8
C0262404	NDUFS4
C1839630	LARGE1
C1839604	KCNE5
C0085636	CNGB3
C3275963	MYOC
C0541794	FKBP14
C4020875	SLC16A1
C1167713	HMGB3
C0018784	GJB6
C0014544	L1CAM
C1862475	MAK
C4022715	ROR2
C0302501	SMAD4
C0231246	IGF1
C2315100	DOLK
C3714581	PEX11B
C1384670	MKS1
C1849367	PITX2
C1854928	NKX3-2
C1856115	SLC9A6
C1288283	AIPL1
C0575081	AR
C1850189	KCNJ1
C2931401	SCN5A
C0497247	HMBS
C1269683	LSAMP
C0005695	NRSN1
C1865304	FGFR2
C0239998	PLCG2
C3489396	NPAP1
C0264324	EBP
C0085215	NFE2L2
C0376634	LETM1
C4020891	GJA1
C0005586	IL2RB
C0013404	ACVRL1
C4020875	NDUFA2
C0231246	HSD17B4
C0235480	KCNA5
C0268483	TAT
C4020873	ATP8A2
C0029408	COL11A2
C1835452	ANOS1
C0423109	CEP152
C0085632	DCTN1
C1844592	EDA
C0240538	XRCC4
C0600427	ADRA1A
C3714756	TMEM138
C0266617	B4GALT7
C0007758	NDUFS3
C0019209	IL1RN
C0279680	BUB1B
C1263846	CLIP2
C4274118	MKS1
C1862475	RP1
C4021759	CDKL5
C0023904	APOC2
C2931735	KRT9
C0025362	ADNP
C4280599	RMRP
C0001807	TTC19
C0020255	CENPF
C4020876	IL1RAPL1
C0041696	NCAM1
C0349204	PLAT
C0021843	SOX10
C0948089	GSTP1
C4021883	ABCB4
C2267233	SDHD
C0006118	VEGFA
C1837142	PEX5
C1858981	FAS
C0036651	MAP2K1
C0020437	AP2S1
C0022578	PDE6B
C3554224	LEP
C0026267	COL5A1
C0003811	PHYH
C4020871	QDPR
C2315100	JAK3
C3550546	INSR
C0268285	CYP17A1
C0021296	NSUN2
C2239176	IGF2R
C0521007	HSPG2
C0015672	FOXP1
C0030567	SNCA
C0030569	PARK2
C0035334	USH2A
C2315100	MYH7
C0038356	ALB
C2931822	SOD2
C0271650	POLG2
C0026838	COX10
C0748691	DNAJB6
C0454555	MAGEL2
C0027659	ZNRD1
C0265998	TP63
C4020805	TSHR
C4072897	GHR
C1861324	NOG
C4020899	COL4A3
C0235886	MKKS
C0007758	DHFR
C3550546	ARID1A
C1850493	AIFM1
C0025323	F7
C0005744	PYCR1
C0262404	NDUFB3
C0014544	RUBCN
C1843108	NDN
C0002726	POLA1
C0001969	CD19
C0020255	SLC17A5
C0018834	EXT2
C0239234	IRX5
C3665386	COQ2
C3549698	FUCA1
C2985290	SRF
C1865200	VDR
C1837514	PCSK1
C0152427	PTCH1
C1857455	GRIP1
C0023264	NDUFA2
C0030286	RMRP
C4011788	TREM2
C1269683	POU3F1
C0345967	TFDP2
C0022658	EDN1
C0010417	LZTR1
C0852036	NOS3
C0037274	PDE4B
C1837822	POLR1A
C2609414	UGT1A9
C0027092	COL5A2
C0022346	BPGM
C0020615	TNF
C1848701	ALDOB
C0010038	BUB1
C3150077	PRKAR1A
C0031117	EGR2
C3854388	SLC7A7
C0026650	TRNK
C3714756	MUT
C0240543	FBN1
C0020538	ACT
C0025990	ANKRD11
C1840420	LRP5
C0206620	SOS2
C0266589	ABCC8
C0011581	S100B
C4020875	VPS53
C1843367	DPYS
C0009241	MET
C1859461	SOX9
C1834405	ABCA1
C0005586	SLC1A1
C4280664	BMP2
C0497247	TNFRSF11B
C0578626	PDE4D
C4020874	HPRT1
C0917816	IMPG2
C0745103	PCSK9
C0745730	AKT1
C0175691	NSUN2
C0025202	ECHDC1
C0029089	OFD1
C0454644	ADK
C0003862	EPOR
C0020534	SHOC2
C0025362	RBM28
C0033578	WNT4
C4021768	SLC11A2
C0236969	FAM184A
C1848490	RASA2
C0014544	KMT2D
C0266625	KMT2D
C0233565	SNCA
C0024141	CLU
C1859778	CUL7
C0026827	DLG3
C1833225	NOTCH1
C1837385	SLC25A13
C0575802	RAD21
C0013604	SLC9A2
C0040128	IL12A
C3552463	NHP2
C0003467	TREM2
C0004245	PRKAG2
C0151686	FOXRED1
C0023380	GCH1
C4280581	CDH3
C0023895	NPC1
C1857665	RUNX2
C0542476	ND5
C1850049	ACVR1
C0018564	DGCR2
C0524801	TP53
C0232466	RPGRIP1L
C0403447	NGF
C0877359	PHKG2
C1861403	PTPRO
C0853945	JUP
C0007758	POLG
C0025988	OTX2
C0678222	SDHB
C0037932	BRAF
C0018965	POMC
C0011570	CACNA1C
C0026850	DES
C3714756	AP4E1
C0349588	GMPPA
C0042798	PDE6H
C1861324	TALDO1
C4024159	OTX2
C0263401	DLL4
C0744641	SMARCB1
C0424295	NSDHL
C0031117	PNKP
C0026827	ZBTB18
C0021655	PPP1R3A
C1864897	INSR
C1843367	PLP1
C0041755	FGA
C0700208	NFIX
C2752013	TPM2
C4020873	SCARB2
C0013423	TOR1A
C0917816	GTF2I
C0019693	PSME2
C1836509	CHD2
C0423110	SF3B4
C0036572	ENG
C0728829	ERLIN2
C0236969	SLK
C1837260	LRPPRC
C1868139	MUC1
C0238621	CTNS
C4280432	GNAI3
C0162820	IL10
C0678222	BRCA1
C3714756	GABRA1
C0917816	PIGL
C0005695	GPX1
C1854510	PRRX1
C0003706	FGFR2
C1970187	DEL15Q15.3
C1848701	ATP7B
C0426414	ATRX
C0751295	CHMP2B
C0007273	HMOX1
C1832983	LBR
C0013604	NPHS1
C0241772	SCN9A
C1856482	GBA
C0431399	TMEM237
C1854494	KIF1B
C1847906	ARHGEF10
C1848701	CD81
C1835492	WNT10A
C0887833	CDKN2A
C0023893	LHFP
C2674608	RIT1
C0031511	CHGA
C0262404	COG5
C0013363	LIFR
C0016506	VRK1
C3552853	RAB28
C0021296	NKX2-5
C0376634	FGFR2
C0020438	PIGT
C0020490	NOG
C0026010	CHD7
C4280647	EFEMP2
C2931058	TGFBR2
C0393706	CASK
C0017665	APOA1
C1855728	EP300
C1860475	DGCR6
C3714581	SMC1A
C0345967	CDKN2A
C0019693	CCT3
C4280612	RAP1B
C0036341	EIF5
C0024668	ENO1
C4280321	SOX11
C0033578	CREBBP
C4280664	PIK3R2
C0917816	MTR
C0015934	ABCC8
C3279397	PEX13
C1458155	HPSE
C1864897	TRNT1
C0398623	PROS1
C0017665	ALB
C1842366	FGFR2
C0014544	CBS
C4022798	CHD2
C1843865	CACNA1A
C4025790	RBMX
C4020876	DPP6
C0020534	B3GAT3
C0017979	ALDOB
C3279571	GLI2
C3839296	GNA11
C0024115	ACE
C0338591	ZNF365
C1458155	RRAD
C0158731	MFAP5
C0037274	SFPQ
C0024121	MMP10
C0009404	CHD5
C0014877	CHMP1A
C0423903	CLN5
C1850456	MED17
C0031099	TINF2
C4021627	FGFR2
C0007134	PTEN
C1855815	ALPL
C0020534	APC2
C0391870	C1GALT1C1
C3552853	IMPG1
C2227134	FGFR1
C1386048	IGHMBP2
C0027055	MIR429
C0239941	KLF1
C4280651	MAN1B1
C1850630	FLNB
C0028796	NAT2
C3275417	SLC25A4
C0241772	PEX1
C0085207	LEP
C0035334	TOPORS
C3280598	WDR19
C0035313	POMGNT1
C1842820	ND2
C0265783	MUSK
C0016382	TNFRSF1A
C0011853	NOS2
C0038356	IL6
C0037317	PPT1
C0024668	GNAI2
C0237326	SDHC
C1848924	GDAP1
C0151529	CD36
C0339789	COL4A4
C4280651	SLC6A8
C1848570	SALL1
C4280625	SUFU
C2219717	MEN1
C0018817	ACTC1
C0542514	COL5A2
C1859648	PTGER2
C0239981	APTX
C0030297	NRP1
C1839039	SOX10
C0231246	RFXANK
C1263857	ABCA1
C0001973	RFC1
C0266435	IL17RD
C0751276	PSAP
C0021296	ERCC1
C0392386	NBEAL2
C0557874	FGFR3
C1843367	POGZ
C1837463	BAZ1B
C0035078	CLIP2
C0020458	NHP2
C0000786	RBP4
C3714756	SLC12A1
